Record_ID,Date,Time,Shift,HX_ID,Operator_ID,Hot_Fluid,Hot_Inlet_Temp_C,Hot_Outlet_Temp_C,Hot_Pressure_bar,Hot_Flow_Rate_kg_hr,Cold_Fluid,Cold_Inlet_Temp_C,Cold_Outlet_Temp_C,Cold_Pressure_bar,Cold_Flow_Rate_kg_hr,Heat_Duty_kW,LMTD_C,U_Value_W_m2K,Reynolds_Number,Effectiveness_pct,Thermal_Efficiency_pct,Fouling_Factor_m2K_W,Pressure_Drop_Shell_bar,Pressure_Drop_Tube_bar,Cooling_Water_Makeup_pct,Operating_Hours,Days_Since_Cleaning,Last_Maintenance_Date,Maintenance_Required,Alarm_Count,Sensor_Status,Equipment_Health_Score,Failure_Risk,Ambient_Temp_C,Relative_Humidity_pct,Electricity_Consumption_kWh,Energy_Loss_kW,Failure_Within_7Days
REC-00079,2023-01-10,18:00,C,HX-695-A,OP-009,Propylene,54.25,30.16,16.02,10158.4,Cooling Water,22.55,30.53,3.24,17944.9,166.5,14.17,770.6,3000,76.13,75.62,0.0001494,0.26,0.542,1.59,620.8,25.87,2022-12-15,No,0,Normal,67.4,Medium,19.61,50.6,49.98,1865.2,0
REC-00080,2023-01-10,21:00,C,HX-695-A,OP-001,Propylene,54.87,31.57,16.68,9869.9,Cooling Water,23.16,31.07,3.33,17019.4,156.5,14.8,751.1,3000,72.18,72.34,0.0001574,0.244,0.553,1.82,620.5,25.85,2022-12-16,No,1,Normal,69.9,Medium,18.42,58.1,47.07,1871.4,0
REC-00081,2023-01-11,00:00,A,HX-695-A,OP-012,Propylene,49.33,31.57,16.91,9978.4,Cooling Water,23.62,29.36,3.11,18075.9,120.6,13.05,712.6,3000,69.71,68.48,0.0002314,0.279,0.63,2.55,942.1,39.26,2022-12-02,No,1,Normal,56.3,Medium,19.16,58.0,38.39,1908.8,0
REC-00082,2023-01-11,03:00,A,HX-695-A,OP-003,Propylene,52.92,30.07,16.2,9788.3,Cooling Water,21.57,29.17,3.26,17219.0,152.2,14.84,749.1,3000,72.14,72.97,0.0001895,0.25,0.604,1.91,803.5,33.48,2022-12-08,No,0,Normal,59.2,Medium,18.55,52.9,43.17,1883.4,0
REC-00083,2023-01-11,06:00,A,HX-695-A,OP-010,Propylene,52.98,30.22,16.82,9594.9,Cooling Water,22.41,29.56,3.36,17882.2,148.6,14.21,759.1,3000,74.75,73.72,0.0001517,0.264,0.56,2.04,633.8,26.41,2022-12-15,No,0,Fault,72.9,Medium,19.42,52.1,49.54,1881.3,0
REC-00084,2023-01-11,09:00,B,HX-695-A,OP-002,Propylene,53.54,31.37,16.89,9711.8,Cooling Water,23.63,30.87,3.41,17407.0,146.5,13.89,762.5,3000,73.3,73.3,0.000149,0.277,0.575,2.25,605.4,25.23,2022-12-17,No,2,Normal,66.4,Medium,21.32,59.7,42.38,1884.0,0
REC-00085,2023-01-11,12:00,B,HX-695-A,OP-002,Propylene,51.98,31.86,16.73,10216.1,Cooling Water,24.28,30.92,3.47,18112.8,139.9,13.19,709.7,3000,73.59,72.63,0.0002332,0.288,0.676,2.21,964.6,40.19,2022-12-02,Yes,0,Normal,52.1,High,19.47,50.2,43.69,1887.3,0
REC-00086,2023-01-11,15:00,B,HX-695-A,OP-006,Propylene,54.18,30.35,17.27,10030.8,Cooling Water,21.66,29.61,3.29,17601.5,162.7,15.28,741.5,3000,72.68,74.27,0.0001804,0.296,0.63,1.75,693.4,28.89,2022-12-13,No,0,Normal,66.2,Medium,15.47,58.3,45.54,1863.9,0
REC-00087,2023-01-11,18:00,C,HX-695-A,OP-010,Propylene,51.1,29.78,16.43,10004.1,Cooling Water,22.44,29.55,3.54,17553.6,145.2,13.2,773.5,3000,75.41,72.93,0.0001336,0.261,0.548,2.11,452.4,18.85,2022-12-23,No,0,Normal,71.7,Medium,20.19,51.1,41.88,1886.0,0
REC-00088,2023-01-11,21:00,C,HX-695-A,OP-003,Propylene,54.62,30.07,16.69,9479.7,Cooling Water,21.52,29.09,3.43,18003.6,158.4,15.52,746.9,3000,74.66,75.21,0.0001533,0.261,0.551,2.33,608.2,25.34,2022-12-17,No,0,Normal,,Medium,19.19,50.8,46.04,1871.6,0
REC-00089,2023-01-12,00:00,A,HX-695-A,OP-012,Propylene,53.55,30.24,16.86,9550.2,Cooling Water,21.62,28.78,3.43,18185.9,151.5,15.3,703.1,3000,72.53,71.97,0.0002389,0.314,0.696,2.36,980.6,40.86,2022-12-02,Yes,0,Normal,55.0,High,18.05,47.9,43.45,1877.3,0
REC-00090,2023-01-12,03:00,A,HX-695-A,OP-006,Propylene,54.68,31.2,16.6,10572.3,Cooling Water,23.54,31.82,3.53,17538.1,168.9,13.9,770.4,3000,75.17,77.74,0.0001373,0.261,0.518,2.22,541.4,22.56,2022-12-20,No,1,Normal,73.2,Medium,19.23,52.8,42.31,1864.5,0
REC-00091,2023-01-12,06:00,A,HX-695-A,OP-008,Propylene,52.65,29.61,16.29,9777.8,Cooling Water,21.18,28.43,3.26,18165.7,153.3,14.96,727.8,3000,73.41,73.81,0.0002126,0.28,0.668,2.58,879.5,36.65,2022-12-06,No,0,Normal,66.4,Medium,18.2,52.2,45.48,1878.2,0
REC-00092,2023-01-12,09:00,B,HX-695-A,OP-012,Propylene,54.77,30.81,15.8,9917.3,Cooling Water,22.65,30.45,3.4,17825.8,161.7,14.8,746.3,3000,75.87,74.23,0.0001641,0.257,0.524,2.11,664.5,27.69,2022-12-15,No,0,Warning,70.6,Medium,18.31,52.6,50.86,1866.5,0
REC-00093,2023-01-12,12:00,B,HX-695-A,OP-006,Propylene,52.7,29.37,16.68,9804.9,Cooling Water,21.48,29.05,3.49,17692.4,155.7,14.36,762.8,3000,75.08,74.81,0.0001463,0.262,0.546,2.0,627.6,26.15,2022-12-17,No,0,Warning,76.3,Low,17.77,57.1,46.65,1876.3,0
REC-00094,2023-01-12,15:00,B,HX-695-A,OP-007,Propylene,52.73,29.76,16.07,9531.1,Cooling Water,21.57,28.75,3.21,17843.0,,14.7,736.8,3000,74.06,73.87,0.0001954,0.298,0.632,2.65,833.1,34.71,2022-12-08,No,1,Normal,58.4,Medium,19.19,56.4,38.8,1877.8,0
REC-00095,2023-01-12,18:00,C,HX-695-A,OP-001,Propylene,52.81,30.69,16.03,9582.8,Cooling Water,23.23,30.52,3.45,17008.9,144.3,13.55,739.3,3000,74.73,73.74,0.0001953,0.309,0.552,2.25,768.3,32.01,2022-12-11,No,1,Normal,61.5,Medium,20.89,52.9,45.18,1888.6,0
REC-00096,2023-01-12,21:00,C,HX-695-A,OP-003,Propylene,55.01,32.16,16.99,9945.7,Cooling Water,23.83,31.54,3.4,17254.8,,14.61,731.0,3000,72.52,70.22,0.0002001,0.25,0.614,2.51,863.4,35.98,2022-12-07,No,0,Normal,63.3,Medium,20.28,59.9,44.83,1875.8,0
REC-00097,2023-01-13,00:00,A,HX-695-A,OP-012,Propylene,55.48,33.0,16.33,9650.7,Cooling Water,25.46,32.37,3.46,18382.5,147.7,13.9,776.6,3000,74.7,74.38,0.000137,0.213,0.515,1.98,510.2,21.26,2022-12-22,No,1,Normal,74.5,Medium,20.59,48.6,42.74,1887.8,0
REC-00098,2023-01-13,03:00,A,HX-695-A,OP-001,Propylene,54.67,31.6,16.57,10582.0,Cooling Water,23.74,31.83,3.55,17664.8,166.1,14.04,736.2,3000,73.15,74.6,0.0002001,0.319,0.564,1.91,822.1,34.26,2022-12-09,No,0,Normal,60.6,Medium,19.31,59.0,44.04,1858.8,0
REC-00099,2023-01-13,06:00,A,HX-695-A,OP-011,Propylene,53.7,32.88,16.75,9733.5,Cooling Water,24.93,32.0,3.39,16772.6,137.9,13.69,734.1,3000,71.95,72.18,0.0002161,0.309,0.675,2.25,862.8,35.95,2022-12-08,No,0,Normal,59.8,Medium,23.1,60.7,34.33,1888.2,0
REC-00100,2023-01-13,09:00,B,HX-695-A,OP-004,Propylene,53.38,30.11,15.52,10318.0,Cooling Water,22.7,30.36,3.48,18359.7,163.4,13.77,765.8,3000,75.7,74.74,0.0001694,0.272,0.635,1.94,667.1,27.8,2022-12-16,No,1,Normal,62.3,Medium,21.43,51.6,42.5,1866.4,0
REC-00101,2023-01-13,12:00,B,HX-695-A,OP-001,Propylene,55.13,30.18,16.74,9784.3,Cooling Water,21.48,29.98,3.33,16819.6,166.1,15.49,743.4,3000,73.45,73.26,0.0001946,0.275,0.617,2.47,772.5,32.19,2022-12-12,No,0,Warning,64.5,Medium,20.19,53.5,,1864.3,0
REC-00102,2023-01-13,15:00,B,HX-695-A,OP-008,Propylene,51.69,31.13,16.39,10351.5,Cooling Water,23.75,31.1,3.63,16948.6,144.9,12.88,714.3,3000,73.21,72.85,0.0002266,0.262,0.597,2.07,946.8,39.45,2022-12-05,No,0,Normal,55.2,Medium,19.64,54.8,47.67,1885.0,0
REC-00103,2023-01-13,18:00,C,HX-695-A,OP-011,Propylene,52.43,30.8,16.83,9715.1,Cooling Water,23.9,31.0,3.79,17321.0,143.0,12.82,761.4,3000,75.85,75.68,0.0001517,0.288,0.533,2.02,629.0,26.21,2022-12-18,No,0,Normal,69.7,Medium,21.78,48.9,,1885.2,0
REC-00104,2023-01-13,21:00,C,HX-695-A,OP-001,Propylene,51.98,29.37,16.76,9155.2,Cooling Water,20.91,28.1,3.4,16841.7,140.9,14.86,726.9,3000,72.36,71.59,0.0002061,0.319,0.625,2.05,814.4,33.93,2022-12-10,No,1,Normal,59.2,Medium,18.07,54.5,44.34,1887.4,0
REC-00105,2023-01-14,00:00,A,HX-695-A,OP-012,Propylene,53.84,30.28,16.81,9876.1,Cooling Water,22.62,30.28,3.29,17782.1,,14.15,771.3,3000,76.28,76.31,0.0001249,0.25,0.549,2.44,441.9,18.41,2022-12-26,No,1,Normal,78.0,Low,19.59,60.0,42.14,1877.9,0
REC-00106,2023-01-14,03:00,A,HX-695-A,OP-001,Propylene,53.51,30.24,17.07,9925.6,Cooling Water,22.65,30.06,3.48,18252.6,157.2,14.06,741.0,3000,75.9,75.63,0.0002036,0.291,0.617,1.67,805.6,33.57,2022-12-11,No,0,Fault,62.7,Medium,20.7,58.6,50.15,1871.8,0
REC-00107,2023-01-14,06:00,A,HX-695-A,OP-006,Propylene,55.84,30.39,16.75,10178.8,Cooling Water,22.03,30.68,3.49,17529.0,176.3,15.25,765.3,3000,75.17,75.42,0.0001401,0.237,0.52,2.27,554.8,23.12,2022-12-22,No,0,Warning,73.3,Medium,16.77,65.7,41.42,1854.6,0
REC-00108,2023-01-14,09:00,B,HX-695-A,OP-001,Propylene,54.62,32.4,17.03,9648.2,Cooling Water,23.45,30.94,3.65,16757.5,145.9,15.14,735.3,3000,72.16,72.14,0.0001959,0.289,2.1594095646226514,2.52,840.6,35.03,2022-12-10,No,0,Normal,57.8,Medium,22.12,47.5,43.79,1880.8,0
REC-00109,2023-01-14,12:00,B,HX-695-A,OP-005,Propylene,52.46,31.89,16.9,9933.4,Cooling Water,25.08,31.95,3.41,17392.1,139.0,12.43,741.7,3000,75.7,74.13,0.0001847,0.294,0.619,2.59,741.9,30.91,2022-12-14,No,2,Normal,63.1,Medium,22.47,59.4,45.42,1891.5,0
REC-00110,2023-01-14,15:00,B,HX-695-A,OP-009,Propylene,54.33,,16.83,10294.0,Cooling Water,24.39,31.73,3.31,,151.5,14.28,730.6,3000,72.12,71.24,0.0002,0.257,0.59,2.06,786.3,32.76,2022-12-12,No,0,Normal,64.4,Medium,21.02,57.6,40.28,1872.5,0
REC-00111,2023-01-14,18:00,C,HX-695-A,OP-009,Propylene,56.16,33.8,16.96,9606.8,Cooling Water,24.9,31.99,3.58,17722.4,146.3,15.28,716.5,3000,71.59,71.5,0.0002354,0.302,0.678,2.11,930.3,38.76,2022-12-06,Yes,1,Normal,53.3,High,21.61,52.8,45.83,1882.7,0
REC-00112,2023-01-14,21:00,C,HX-695-A,OP-010,Propylene,50.96,31.4,16.68,10637.4,Cooling Water,24.61,31.66,3.25,17271.3,141.6,11.98,765.9,3000,73.88,74.21,0.0001459,0.267,0.526,1.92,591.0,24.62,2022-12-21,No,0,Normal,72.5,Medium,21.32,55.4,37.01,1886.9,0
REC-00113,2023-01-15,00:00,A,HX-695-A,OP-001,Propylene,53.62,30.05,16.9,9637.5,Cooling Water,22.8,30.16,3.3,18042.6,154.5,13.81,762.7,3000,75.39,76.96,0.0001634,0.273,0.616,1.7,635.3,26.47,2022-12-19,No,0,Normal,72.3,Medium,18.97,55.8,35.79,1875.5,0
REC-00114,2023-01-15,03:00,A,HX-695-A,OP-009,Propylene,54.63,30.11,16.66,9973.3,Cooling Water,21.25,29.25,2.97,17872.8,166.4,15.7,720.6,3000,73.94,72.33,0.0002361,0.299,0.687,2.3,937.5,39.06,2022-12-07,Yes,0,Normal,55.0,High,17.91,55.5,42.98,1862.9,0
REC-00115,2023-01-15,06:00,A,HX-695-A,OP-007,Propylene,56.06,29.7,15.99,9419.9,Cooling Water,20.98,29.11,3.22,17887.9,169.0,16.15,764.4,3000,74.94,74.57,0.0001562,0.311,0.564,1.75,617.8,25.74,2022-12-20,No,0,Normal,69.4,Medium,19.16,56.2,40.93,1865.8,0
REC-00116,2023-01-15,09:00,B,HX-695-A,OP-009,Propylene,55.86,32.83,16.55,9178.3,Cooling Water,25.02,31.77,3.56,18309.8,143.8,14.45,767.3,3000,75.12,74.5,0.000132,0.234,0.523,1.76,501.8,20.91,2022-12-25,No,0,Normal,77.3,Low,22.79,62.8,43.99,1887.7,0
REC-00117,2023-01-15,12:00,B,HX-695-A,OP-011,Propylene,55.32,30.74,16.72,9162.5,Cooling Water,22.37,29.43,3.33,18676.3,,15.51,739.7,3000,74.46,75.18,0.0001816,0.336,0.591,2.3,747.1,31.13,2022-12-15,No,0,Warning,66.6,Medium,17.09,53.2,,1873.3,0
REC-00118,2023-01-15,15:00,B,HX-695-A,OP-003,Propylene,52.74,29.8,16.4,10317.9,Cooling Water,22.22,30.03,3.55,17745.7,161.1,13.79,747.4,3000,75.49,75.83,0.0001704,0.267,0.606,2.42,699.1,29.13,2022-12-17,No,0,Normal,71.8,Medium,19.49,55.9,39.43,1865.6,0
REC-00119,2023-01-15,18:00,C,HX-695-A,OP-009,Propylene,53.14,29.24,16.09,9613.2,Cooling Water,21.48,29.03,3.4,17803.6,156.4,14.43,759.3,3000,75.99,76.24,0.0001498,0.286,0.569,2.1,604.1,25.17,2022-12-21,No,0,Normal,77.7,Low,19.74,49.0,50.45,1878.7,0
REC-00120,2023-01-15,21:00,C,HX-695-A,OP-002,Propylene,54.12,30.76,16.25,9880.7,Cooling Water,23.05,30.39,3.52,18398.2,157.1,14.25,748.0,3000,75.63,75.77,,0.272,0.571,2.45,729.1,30.38,2022-12-16,No,0,Normal,66.3,Medium,20.71,50.9,48.62,1872.0,0
REC-00121,2023-01-16,00:00,A,HX-695-A,OP-012,Propylene,52.75,33.29,15.76,9286.0,Cooling Water,26.34,32.17,3.3,18116.4,122.9,12.56,760.1,3000,73.97,72.41,0.0001436,0.282,0.553,1.81,576.6,24.03,2022-12-22,No,1,Normal,69.6,Medium,21.62,55.2,43.19,1901.0,0
REC-00122,2023-01-16,03:00,A,HX-695-A,OP-003,Propylene,54.23,31.42,16.02,9906.2,Cooling Water,22.48,29.8,3.55,18055.8,153.7,15.41,712.8,3000,72.07,71.0,0.0002401,0.291,0.666,2.24,962.0,40.08,2022-12-07,Yes,0,Normal,50.9,High,19.85,60.0,46.43,1873.3,0
REC-00123,2023-01-16,06:00,A,HX-695-A,OP-002,Propylene,53.22,31.38,16.09,9380.3,Cooling Water,24.04,30.68,3.54,18071.9,139.5,13.55,762.3,3000,75.08,72.63,0.0001493,0.309,0.606,1.92,562.9,23.45,2022-12-23,No,0,Normal,70.2,Medium,18.67,53.5,37.65,1890.8,0
REC-00123,2023-01-16,06:00,A,HX-695-A,OP-002,Propylene,53.22,31.38,16.09,9380.3,Cooling Water,24.04,30.68,3.54,18071.9,139.5,13.55,762.3,3000,75.08,72.63,0.0001493,0.309,0.606,1.92,562.9,23.45,2022-12-23,No,0,Normal,70.2,Medium,18.67,53.5,37.65,1890.8,0
REC-00124,2023-01-16,09:00,B,HX-695-A,OP-004,Propylene,52.79,29.59,16.51,10212.4,Cooling Water,20.35,27.92,3.36,18328.2,161.2,15.79,733.2,3000,71.27,72.94,0.0002109,0.319,0.694,2.15,882.1,36.75,2022-12-10,No,0,Normal,61.5,Medium,19.81,48.8,49.45,1869.1,0
REC-00125,2023-01-16,12:00,B,HX-695-A,OP-007,Propylene,54.85,30.6,16.51,9055.1,Cooling Water,22.07,29.5,3.16,17290.9,149.5,15.44,742.8,3000,73.23,75.94,0.0001567,0.26,0.578,2.56,632.8,26.37,2022-12-21,No,0,Normal,72.8,Medium,17.78,59.3,50.91,1878.1,0
REC-00126,2023-01-16,15:00,B,HX-695-A,OP-008,Propylene,53.86,31.68,16.59,9586.5,Cooling Water,23.7,30.27,3.61,18949.8,144.7,14.4,741.8,3000,72.77,73.82,0.0001838,0.316,0.614,2.36,763.4,31.81,2022-12-15,No,0,Normal,63.6,Medium,18.6,56.1,42.68,1889.8,0
REC-00127,2023-01-16,18:00,C,HX-695-A,OP-010,Propylene,51.52,29.57,16.36,10040.7,Cooling Water,21.71,28.57,3.34,18783.1,150.0,14.08,748.2,3000,74.27,71.66,0.0001874,0.333,0.634,2.2,767.1,31.96,2022-12-15,No,0,Normal,66.9,Medium,17.72,67.2,40.67,1882.5,0
REC-00128,2023-01-16,21:00,C,HX-695-A,OP-012,Propylene,54.02,32.27,16.64,9533.2,Cooling Water,23.01,29.86,3.56,17714.8,141.1,15.54,701.1,3000,70.31,69.3,0.0002684,0.289,0.743,2.39,1079.7,44.99,2022-12-02,Yes,1,Normal,50.3,High,18.67,45.3,42.96,1888.9,0
REC-00129,2023-01-17,00:00,A,HX-695-A,OP-001,Propylene,56.28,31.82,16.31,9983.0,Cooling Water,23.06,30.89,3.3,18244.5,166.2,15.63,756.5,3000,73.57,72.72,0.0001641,0.269,0.546,2.05,666.4,27.77,2022-12-20,No,0,Normal,69.2,Medium,18.24,52.7,43.62,1867.0,0
REC-00130,2023-01-17,03:00,A,HX-695-A,OP-010,Propylene,55.23,33.03,16.06,9872.7,Cooling Water,23.98,31.52,3.43,17014.5,149.2,15.23,708.1,3000,70.0,71.02,0.0002598,0.302,0.745,2.08,1104.6,46.03,2022-12-02,Yes,2,Normal,49.0,High,19.84,57.3,46.26,1879.0,0
REC-00131,2023-01-17,06:00,A,HX-695-A,OP-002,Propylene,57.22,32.14,16.8,10265.0,Cooling Water,22.83,31.45,3.42,17471.8,175.2,16.17,745.0,3000,73.38,72.39,0.0001674,0.279,0.582,1.76,623.1,25.96,2022-12-22,No,0,Warning,72.6,Medium,18.55,59.9,43.78,1852.0,0
REC-00132,2023-01-17,09:00,B,HX-695-A,OP-011,Propylene,55.1,31.39,16.77,9916.7,Cooling Water,23.62,31.31,3.3,17892.8,160.0,14.32,766.3,3000,75.3,75.88,0.0001296,0.273,0.51,2.13,529.1,22.05,2022-12-26,No,0,Normal,78.5,Low,20.53,51.8,40.54,1867.7,0
REC-00133,2023-01-17,12:00,B,HX-695-A,OP-001,Propylene,54.6,31.76,16.45,9889.3,Cooling Water,23.75,31.26,3.31,17601.1,153.7,14.33,748.9,3000,74.17,75.8,,0.288,0.561,1.92,603.9,25.16,2022-12-23,No,0,Normal,66.5,Medium,20.24,65.0,41.8,1884.0,0
REC-00134,2023-01-17,15:00,B,HX-695-A,OP-002,Propylene,52.1,,16.57,9583.1,Cooling Water,23.97,30.73,3.49,17341.1,136.4,13.04,740.1,3000,74.37,75.32,0.0001789,0.3,0.548,2.28,712.2,29.68,2022-12-18,No,0,Warning,,Medium,20.26,58.6,36.9,1890.2,0
REC-00135,2023-01-17,18:00,C,HX-695-A,OP-001,Propylene,54.14,29.29,16.27,9302.3,Cooling Water,20.82,28.6,3.57,17389.1,157.3,15.47,758.9,3000,73.79,75.63,0.0001408,0.261,0.578,2.03,565.1,23.54,2022-12-25,No,0,Warning,74.4,Medium,17.57,50.3,44.42,1875.6,0
REC-00136,2023-01-17,21:00,C,HX-695-A,OP-004,Propylene,51.89,30.7,16.6,10155.9,Cooling Water,23.45,30.43,3.31,18033.2,146.5,13.1,714.9,3000,75.36,75.51,0.0002241,0.262,0.614,1.93,902.1,37.59,2022-12-11,No,0,Normal,56.3,Medium,18.72,55.4,45.58,1882.9,0
REC-00137,2023-01-18,00:00,A,HX-695-A,OP-006,Propylene,52.16,31.52,15.96,10059.4,Cooling Water,23.08,29.74,3.53,18254.6,141.3,14.31,,3000,71.13,71.24,0.0002649,0.296,0.731,2.29,1090.1,45.42,2022-12-03,Yes,0,Fault,51.8,High,18.05,59.2,43.15,1891.8,0
REC-00138,2023-01-18,03:00,A,HX-695-A,OP-004,Propylene,56.58,30.81,16.37,9417.7,Cooling Water,21.89,29.8,3.37,17965.3,165.2,16.24,744.5,3000,74.27,71.54,0.0001816,0.305,0.58,2.05,741.8,30.91,2022-12-18,No,0,Normal,60.1,Medium,18.65,63.0,38.38,1858.7,0
REC-00139,2023-01-18,06:00,A,HX-695-A,OP-007,Propylene,51.83,31.22,16.27,9540.8,Cooling Water,23.44,29.73,3.49,18304.5,133.8,13.71,728.3,3000,72.48,71.58,0.0002251,0.31,0.65,2.34,940.8,39.2,2022-12-10,No,0,Normal,58.3,Medium,19.0,63.5,41.36,1895.6,0
REC-00140,2023-01-18,09:00,B,HX-695-A,OP-006,Propylene,53.19,32.22,16.95,9446.9,Cooling Water,23.87,30.47,3.52,17578.0,134.8,14.36,,3000,72.18,71.67,0.0002646,0.299,0.716,1.76,1090.4,45.43,2022-12-03,Yes,0,Normal,51.8,High,20.92,70.3,43.99,1893.8,0
REC-00141,2023-01-18,12:00,B,HX-695-A,OP-005,Propylene,53.36,31.67,16.81,9787.9,Cooling Water,23.11,30.48,3.65,16857.2,144.5,14.57,709.8,3000,72.0,71.46,0.0002462,0.299,0.646,2.46,1027.5,42.81,2022-12-06,Yes,0,Warning,53.3,High,20.37,55.1,42.3,1880.7,0
REC-00142,2023-01-18,15:00,B,HX-695-A,OP-007,Propylene,,30.58,15.99,8853.7,Cooling Water,21.83,28.52,3.4,17489.3,136.0,15.35,708.3,3000,70.71,72.01,0.0002448,0.315,0.665,2.14,1036.0,43.17,2022-12-06,Yes,0,Normal,49.2,High,19.65,56.9,43.72,1894.5,0
REC-00143,2023-01-18,18:00,C,HX-695-A,OP-006,Propylene,54.36,30.04,15.88,9462.2,Cooling Water,22.66,30.29,3.32,17661.0,156.6,14.12,761.7,3000,76.67,76.04,0.0001472,0.261,0.555,1.81,567.1,23.63,2022-12-26,No,0,Normal,73.7,Medium,18.74,54.8,39.55,1867.8,0
REC-00144,2023-01-18,21:00,C,HX-695-A,OP-005,Propylene,51.57,29.74,16.55,9550.4,Cooling Water,21.44,28.1,3.35,18325.9,141.9,14.6,705.3,3000,72.74,74.12,0.000265,0.272,0.655,1.91,1094.4,45.6,2022-12-04,Yes,1,Fault,50.7,High,19.19,45.5,43.79,1887.9,0
REC-00145,2023-01-19,00:00,A,HX-695-A,OP-012,Propylene,57.0,33.19,16.24,9933.3,Cooling Water,23.39,31.05,3.42,18062.5,161.0,16.59,717.9,3000,70.63,72.23,0.0002345,0.313,0.64,2.13,892.3,37.18,2022-12-12,No,0,Warning,55.9,Medium,19.47,59.8,51.1,1874.4,0
REC-00146,2023-01-19,03:00,A,HX-695-A,OP-006,Propylene,57.11,31.8,16.54,9246.5,Cooling Water,23.2,30.74,3.19,,159.3,15.85,731.5,3000,74.79,73.8,0.0002039,0.307,0.629,1.79,845.6,35.23,2022-12-14,Yes,1,Normal,54.5,High,19.17,52.4,44.99,1866.2,0
REC-00147,2023-01-19,06:00,A,HX-695-A,OP-011,Propylene,50.58,30.22,16.85,9341.8,Cooling Water,23.09,29.24,3.56,18105.4,129.4,12.96,727.0,3000,73.78,74.09,0.0002191,0.323,0.686,2.42,869.5,36.23,2022-12-14,No,0,Normal,55.4,Medium,20.94,46.8,43.45,1901.0,0
REC-00148,2023-01-19,09:00,B,HX-695-A,OP-006,Propylene,53.61,31.52,16.72,9719.0,Cooling Water,24.08,31.02,3.24,18097.3,146.1,13.64,749.2,3000,74.89,73.6,0.0001835,0.293,0.602,2.32,715.0,29.79,2022-12-20,No,2,Normal,62.6,Medium,19.96,61.7,40.42,1879.3,0
REC-00149,2023-01-19,12:00,B,HX-695-A,OP-009,Propylene,51.46,29.74,16.43,9814.1,Cooling Water,22.18,29.25,3.6,17643.9,145.1,13.59,721.2,3000,73.39,74.57,0.0002154,0.327,0.648,2.3,864.7,36.03,2022-12-14,No,0,Normal,58.2,Medium,20.25,54.2,37.73,1885.9,0
REC-00150,2023-01-19,15:00,B,HX-695-A,OP-006,Propylene,55.68,31.58,16.4,9572.8,Cooling Water,22.16,29.42,3.37,18602.7,157.0,16.42,698.4,3000,71.2,71.17,0.0002658,0.332,0.671,2.36,1098.1,45.75,2022-12-04,Yes,0,Normal,49.5,High,19.87,56.2,40.02,1874.3,0
REC-00151,2023-01-19,18:00,C,HX-695-A,OP-011,Propylene,55.16,32.44,16.72,9971.7,Cooling Water,23.35,30.63,3.2,18225.4,154.2,15.56,693.3,3000,71.06,71.35,0.0002649,0.316,0.731,2.43,1085.5,45.23,2022-12-05,Yes,0,Normal,50.2,High,19.39,61.4,43.64,1881.6,0
REC-00152,2023-01-19,21:00,C,HX-695-A,OP-005,Propylene,53.4,33.07,15.94,10430.3,Cooling Water,25.11,31.99,3.62,18024.1,144.3,13.6,714.9,3000,70.78,71.27,0.0002519,0.357,0.732,2.25,1047.4,43.64,2022-12-07,Yes,0,Normal,53.8,High,19.91,50.5,36.67,1887.7,0
REC-00153,2023-01-20,00:00,A,HX-695-A,OP-008,Propylene,52.88,31.12,17.31,10101.6,Cooling Water,23.47,30.46,3.41,18395.8,149.6,13.74,751.0,3000,73.61,74.32,0.0001493,0.271,0.591,1.86,604.4,25.18,2022-12-25,No,0,Normal,74.6,Medium,20.6,50.3,45.27,1883.7,0
REC-00154,2023-01-20,03:00,A,HX-695-A,OP-006,Propylene,56.66,32.01,16.52,9328.9,Cooling Water,22.59,30.5,3.61,17022.1,156.5,16.39,728.1,3000,71.46,72.08,0.0002134,0.322,0.637,2.27,837.8,34.91,2022-12-16,No,0,Normal,60.4,Medium,19.46,47.7,45.94,1875.7,0
REC-00155,2023-01-20,06:00,A,HX-695-A,OP-011,Propylene,,30.6,16.73,9649.7,Cooling Water,22.48,29.75,3.11,17957.4,151.9,14.65,,3000,72.97,72.91,0.0001815,0.294,0.619,1.76,732.1,30.5,2022-12-20,No,0,Normal,63.8,Medium,22.38,49.6,38.72,1883.6,0
REC-00156,2023-01-20,09:00,B,HX-695-A,OP-007,Propylene,58.2,33.75,16.22,9375.5,Cooling Water,24.32,31.77,3.38,18013.7,156.0,16.49,700.4,3000,71.01,72.09,0.0002683,0.298,0.764,1.92,1148.9,47.87,2022-12-03,Yes,0,Normal,46.6,High,20.49,54.8,43.14,1869.9,0
REC-00157,2023-01-20,12:00,B,HX-695-A,OP-003,Propylene,55.07,31.25,16.61,9702.6,Cooling Water,22.95,30.45,3.41,18035.2,157.3,15.01,747.7,3000,73.64,73.37,0.0001731,0.29,0.606,2.36,680.1,28.34,2022-12-23,No,0,Normal,70.7,Medium,20.43,53.0,46.51,1875.1,0
REC-00158,2023-01-20,15:00,B,HX-695-A,OP-001,Propylene,53.29,29.88,16.75,9668.8,Cooling Water,22.5,29.93,3.82,17835.5,154.0,13.87,755.3,3000,75.75,75.36,0.0001917,0.253,0.596,2.06,758.9,31.62,2022-12-20,No,0,Warning,66.9,Medium,20.1,55.4,46.56,1870.6,0
